steamid,appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,header_image,background,short_description
23993,914350,Wet Warfare,2018-09-28,1,Hellmade Games,Hellmade Games,windows,0,Local Multi-Player;Full controller support,Action;Casual;Indie,Action;Indie;Casual,0,1,1,0,0,0-20000,1.69,https://steamcdn-a.akamaihd.net/steam/apps/914350/header.jpg?t=1538411814,https://steamcdn-a.akamaihd.net/steam/apps/914350/page_bg_generated_v6b.jpg?t=1538411814,"You are at the beach, and it’s so HOT! Well, it is the perfect time to have water battles with your friends. Join a team, pick your favorite character and join the battle. All you need to do is pick up those water balloons and show your opponents what you are made of. Crush your friends in epic water battles, and show them who's boss!"
2952,291550,Brawlhalla,2017-10-17,1,Blue Mammoth Games,Ubisoft,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Free to Play;Indie,Free to Play;Multiplayer;Fighting,39,73268,14489,724,146,10000000-20000000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/291550/header.jpg?t=1554907013,https://steamcdn-a.akamaihd.net/steam/apps/291550/page_bg_generated_v6b.jpg?t=1554907013,"Brawlhalla is an epic platform fighter for up to 8 players online or locally. And it's free! Join casual free-for-alls, queue for ranked matches, or make a custom room with your friends. Millions of players. Frequent updates. Over forty unique legends. Come fight for glory in the halls of Valhalla!"
2868,288710,Demolition Master 3D,2014-04-11,1,Appmania,Libredia,windows,0,Single-player,Casual;Simulation,Simulation;Casual;Destruction,0,3,9,0,0,0-20000,2.09,https://steamcdn-a.akamaihd.net/steam/apps/288710/header.jpg?t=1498129061,https://steamcdn-a.akamaihd.net/steam/apps/288710/page_bg_generated_v6b.jpg?t=1498129061,With Demolition Master 3D you will feel like the real bomb expert capable of tackling even the most complicated tasks.
24905,949700,Waifu Bay Girls,2018-11-02,1,Night Dreams Studio,Night Dreams Studio,windows;mac,0,Single-player,Casual;Indie,Casual;Nudity;Sexual Content,24,4,8,0,0,0-20000,2.09,https://steamcdn-a.akamaihd.net/steam/apps/949700/header.jpg?t=1555068790,https://steamcdn-a.akamaihd.net/steam/apps/949700/page_bg_generated_v6b.jpg?t=1555068790,Waifu Bay Girls is a hot 15-puzzle game with charming heroines of Waifu Bay Resort. Gather all of the pictures of the beauties!
12620,573340,Northern Tale 2,2017-12-01,1,Realore,Qumaron,windows,0,Single-player,Adventure;Casual;Simulation;Strategy,Casual;Strategy;Adventure,0,4,1,0,0,0-20000,2.79,https://steamcdn-a.akamaihd.net/steam/apps/573340/header.jpg?t=1528456421,https://steamcdn-a.akamaihd.net/steam/apps/573340/page_bg_generated_v6b.jpg?t=1528456421,"After the evil witch Gesta was defeated, the time of peace was restored. The viking king Ragnar decides to restore the kingdom in its former glory — repair the ruined villages, heal the cursed trees. However, Gesta is still alive, and the even greater evil is threatening the vikings."
14205,620130,Chaos Town,2017-05-29,1,QuickSave,QuickSave,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;RPG,Indie;Action;RPG,40,5,0,302,302,20000-50000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/620130/header.jpg?t=1551658877,https://steamcdn-a.akamaihd.net/steam/apps/620130/page_bg_generated_v6b.jpg?t=1551658877,Chaos Town is a top-down chaotic shooter game where everything is destructible!
7763,432490,ATOM GRRRL!!,2016-03-01,1,Cosmillica,Sekai Project,windows;mac;linux,0,Single-player;Steam Trading Cards,Sexual Content;Nudity;Violent;Casual;Indie,Casual;Indie;Nudity,0,14,6,0,0,0-20000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/432490/header.jpg?t=1547764629,https://steamcdn-a.akamaihd.net/steam/apps/432490/page_bg_generated_v6b.jpg?t=1547764629,"9mm Kinetic Action From Cosmillica comes a yuri Tarantinoesque comedy about sex, drugs, and revenge. Follow Jessica L. Huster as she returns home to the crime-ridden streets of America. One little favor for a friend brings the pride of the Huster family charging into the crossfire with guns blazing."
10920,526510,The Hateful Dead,2016-10-28,1,Sayan,Sayan,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Horror,24,25,5,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/526510/header.jpg?t=1477769951,https://steamcdn-a.akamaihd.net/steam/apps/526510/page_bg_generated_v6b.jpg?t=1477769951,"The Hateful Dead is a voxel style, wave-based, zombie FPS game. Run and gun with a Chainsaw in one hand and Minigun in the other as you stand alone against an army of the undead. Burn, cut, shoot and obliterate limbs from your undead enemies in an intense blood-splattered, shoot em up style. How long can you survive?"
13411,595150,My Vet Practice – Marine Patrol,2017-03-06,1,Neopica,familyplay,windows,0,Single-player,Casual,Casual,0,1,2,0,0,0-20000,11.39,https://steamcdn-a.akamaihd.net/steam/apps/595150/header.jpg?t=1536740739,https://steamcdn-a.akamaihd.net/steam/apps/595150/page_bg_generated_v6b.jpg?t=1536740739,Your very own vet practice at the ocean! In the north of Canada the most popular creatures of the coast and sea need your help. Along with other young vets you take care of endangered animals and face the daily challenges of a veterinarian.
23965,913830,Slime Age: Parody MMORPG Clicker,2018-08-22,1,Andrew Chuprina,Andrew Chuprina,windows;mac,0,Single-player,Casual;Simulation,Casual;Simulation;Anime,0,7,4,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/913830/header.jpg?t=1534937179,https://steamcdn-a.akamaihd.net/steam/apps/913830/page_bg_generated_v6b.jpg?t=1534937179,"The slime era has arrived!Slimes have captured all locations and hold valuable loot for adventurers!Which slime catches your fancy? Classic pink, slime-dog, or cat slime? Or perhaps slime-panda?"
15352,659820,Symbiotic Overload,2017-07-20,1,Electric Root,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,5000,16,37,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/659820/header.jpg?t=1547180802,https://steamcdn-a.akamaihd.net/steam/apps/659820/page_bg_generated_v6b.jpg?t=1547180802,"With the end of an age in sight, a recon team has captured one of the droid foot soldiers and provided valuable research materials for their scientists. This discovery could change the fate of mankind, a program that enables the control of one of the machines top foot soldiers."
5162,357720,Inside My Radio,2015-05-11,1,Seaven Studio,Iceberg Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Casual;Action,25,353,38,0,0,20000-50000,10.99,https://steamcdn-a.akamaihd.net/steam/apps/357720/header.jpg?t=1455730578,https://steamcdn-a.akamaihd.net/steam/apps/357720/page_bg_generated_v6b.jpg?t=1455730578,"Can you beat the beat? Journey as a green LED mysteriously trapped inside a dying boombox and play the ultimate musical experience. In this rhythmic platform adventure where your every action needs to be right on the beat, bring electro, dub and disco music back to life!"
1636,230700,La-Mulana,2013-04-15,1,NIGORO,AGM PLAYISM,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Metroidvania;Platformer;Difficult,64,1447,333,583,875,200000-500000,10.99,https://steamcdn-a.akamaihd.net/steam/apps/230700/header.jpg?t=1545101858,https://steamcdn-a.akamaihd.net/steam/apps/230700/page_bg_generated_v6b.jpg?t=1545101858,"LA-MULANA is an “Archaeological Ruin Exploration Action Game,” bringing the classic appeal of adventure with the punishing difficulty of retro-inspired gaming. Search inside ancient ruins, seeking out the “Secret Treasure of Life” – which sleeps in the sprawling ruins of “LA-MULANA” and is said to be the beginning of all civilization."
26321,1013070,Estellium Legends,2019-02-04,1,Team Syukino,Team Syukino,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,RPG,RPG;Anime;JRPG,4,5,4,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/1013070/header.jpg?t=1556484403,https://steamcdn-a.akamaihd.net/steam/apps/1013070/page_bg_generated_v6b.jpg?t=1556484403,Create your character and enter the arena. Fight your way to the top and become the greatest legend of all time. There are 40+ characters to hire and multiple spells to acquire. Utilize several classes and gear as you carve your name in all of Estellium.
24074,917200,Kill the Dictator,2018-11-06,1,Afeel inc;Magic Cube,Afeel inc,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Indie;Strategy,Strategy;Indie;2D,15,22,4,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/917200/header.jpg?t=1555336562,https://steamcdn-a.akamaihd.net/steam/apps/917200/page_bg_generated_v6b.jpg?t=1555336562,"This is a casual strategy simulation game. The game's goal is to overthrow the dictator as the rebel force, or to suppress the rebels as the the government army."
3607,314020,Morphopolis,2014-08-14,1,Dan  Walters;Ceri Williams,Dan  Walters,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Puzzle;Hidden Object;Casual,13,3846,749,219,180,200000-500000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/314020/header.jpg?t=1492976465,https://steamcdn-a.akamaihd.net/steam/apps/314020/page_bg_generated_v6b.jpg?t=1492976465,"Morphopolis is about transformation and discovery. Morphopolis takes you on a puzzle adventure through a fantastical insect world. Starting as an aphid grub, you embark on an epic journey of metamorphosis toward your spawning ground."
27032,1057500,Sim 4K VR MediaPlayer,2019-04-18,1,SimppleGames,SimppleGames,windows,0,Steam Achievements,Utilities,Utilities;Video Production;VR,4,1,1,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/1057500/header.jpg?t=1556544113,https://steamcdn-a.akamaihd.net/steam/apps/1057500/page_bg_generated_v6b.jpg?t=1556544113,"A high-performance VR media player that can play media files greater than 4K. If you have a high-performance GPU, you can play files with a QUHD (7680 × 4320) resolution."
20087,792560,Ukhar,2018-03-14,1,Le Faucheur Kevin,Le Faucheur Kevin,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,10,16,2,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/792560/header.jpg?t=1522253326,https://steamcdn-a.akamaihd.net/steam/apps/792560/page_bg_generated_v6b.jpg?t=1522253326,"Plunge yourself into sword and sorcery adventures, roll and slash through your enemies!"
16215,681900,ionAXXIA,2017-10-01,1,Software Geezers,Software Geezers,windows,0,Single-player;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,1,0,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/681900/header.jpg?t=1506855208,https://steamcdn-a.akamaihd.net/steam/apps/681900/page_bg_generated_v6b.jpg?t=1506855208,"ionAXXIA is a classic space-shooter that uniquely plays the same with mouse, controller, and touch-screen through pioneering software tech. Dodge, weave, spin, shoot. Use a planet's gravity for a speed slingshot, or draw your pursuer into a fatal collision with an explosive asteroid."
8306,448390,Maneki's Curse,2016-10-25,1,N.R. Burnette,N.R. Burnette,windows,0,Single-player,Free to Play;Indie;RPG,Free to Play;RPG;Indie,0,15,10,0,0,0-20000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/448390/header.jpg?t=1477455797,https://steamcdn-a.akamaihd.net/steam/apps/448390/page_bg_generated_v6b.jpg?t=1477455797,"In the realm of mortals, it is Gojun who reigns after killing the former god of war, Maneki. Now Maneki's soul is trapped in the Underworld--a rich labyrinth from which no soul can escape. But the former god of war's soul is unlike any other, and his vengeance has had a millennium to burn."
2981,292410,Street Racing Syndicate,2014-04-24,1,Eutechnyx,Funbox Media Ltd,windows,0,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Racing,Racing;Open World;Driving,0,1886,420,198,205,500000-1000000,2.09,https://steamcdn-a.akamaihd.net/steam/apps/292410/header.jpg?t=1530529947,https://steamcdn-a.akamaihd.net/steam/apps/292410/page_bg_generated_v6b.jpg?t=1530529947,"The raw, high-stakes world of illegal street racing comes to life in Street Racing Syndicate. Trick out over 40 authentic licensed cars with parts from over 15 real-world manufacturers, then turn your customized ride loose on the streets of 3 cities across the USA."
5012,353990,Parvaneh: Legacy of the Light's Guardians,2016-08-26,1,Bearded Bird Game Studio,KISS ltd,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,0,36,21,125,171,20000-50000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/353990/header.jpg?t=1496255447,https://steamcdn-a.akamaihd.net/steam/apps/353990/page_bg_generated_v6b.jpg?t=1496255447,"Fadia, a young and courageous boy sets about protecting ‘Naria’, his home village, from the Khazdaks who are trying to pollute their river."
12507,569770,StarShip Constructor,2017-07-19,1,SSCTEAM,SSCTEAM,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Early Access,Early Access;Indie;Space,15,150,51,0,0,20000-50000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/569770/header.jpg?t=1545048030,https://steamcdn-a.akamaihd.net/steam/apps/569770/page_bg_generated_v6b.jpg?t=1545048030,"Galaxy is on fire! Only you can save it! More than 20 modules and even more weapons and equipment,you can design your own spaceship and defeat the most powerful ships in galaxy!"
4537,341720,Among Ripples,2015-01-22,1,Eat Create Sleep,Eat Create Sleep,windows;mac;linux,0,Single-player,Casual;Free to Play;Indie;Simulation,Free to Play;Casual;Simulation,0,911,393,6,7,200000-500000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/341720/header.jpg?t=1527495052,https://steamcdn-a.akamaihd.net/steam/apps/341720/page_bg_generated_v6b.jpg?t=1527495052,Control a pond's ecosystem; experiment with what you can do and see what happens. Among Ripples is a meditative ecosystem management simulator; you add different creatures to the pond and see how they interact.
8904,463930,The Dweller,2016-05-19,1,Villainous  Games,Forever Entertainment S. A.,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Simulation;Strategy,Indie;Strategy;Casual,11,370,32,103,117,50000-100000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/463930/header.jpg?t=1481269431,https://steamcdn-a.akamaihd.net/steam/apps/463930/page_bg_generated_v6b.jpg?t=1481269431,"The Dweller is a puzzle game where you play as the MONSTER! It's time to get rid of all those pesky archaeologists snooping around in your lair. SCARE them, CRUSH them, DEVOUR them! ELIMINATE THE INTRUDERS!"
14402,626700,Clark | HOOVA VR,2018-01-25,1,The Mill,The Mill,windows,0,Single-player;Full controller support,Casual;Free to Play,Free to Play;Casual;Horror,0,9,5,0,0,0-20000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/626700/header.jpg?t=1516994310,https://steamcdn-a.akamaihd.net/steam/apps/626700/page_bg_generated_v6b.jpg?t=1516994310,"Hoova, a room-scale VR experience, explores a dark, dystopian future and investigates topics of isolation, dependency and identity in Virtual Reality."
11877,552660,8-Bit Arena VR,2016-11-26,1,LunarCitySeven,LunarCitySeven,windows,0,Single-player;Partial Controller Support,Indie,Indie;VR,0,2,2,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/552660/header.jpg?t=1487436334,https://steamcdn-a.akamaihd.net/steam/apps/552660/page_bg_generated_v6b.jpg?t=1487436334,"Alert! Alert! -- Captain, Moonbase Six is being attacked again. Get outside and kill as many as you can before time runs out."
13810,606870,MetaMorph: Dungeon Creatures,2017-12-13,1,FireFly Studios,FireFly Studios,windows,0,Single-player;Full controller support,Action;RPG;Early Access,Early Access;Action;RPG,0,32,6,0,0,0-20000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/606870/header.jpg?t=1528726027,https://steamcdn-a.akamaihd.net/steam/apps/606870/page_bg_generated_v6b.jpg?t=1528726027,"Descend into the darkest dungeons, lure enemies into brutal traps and free the spirits of fallen heroes! Morph between unique dungeon creatures to survive and drive back the evil forces of the underworld."
15004,651120,Diesel Express VR,2019-01-23,1,Lazylab Games,Lazylab Games,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,12,2,0,0,0-20000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/651120/header.jpg?t=1548278008,https://steamcdn-a.akamaihd.net/steam/apps/651120/page_bg_generated_v6b.jpg?t=1548278008,"Diesel Express is a VR shooter game. As a Legionnaire of The Regiment, your duty is to make sure the trains, Dreadnoughts, arrive destinations safely. On the way, Dreadnought will be attacked by the bandits. You need to eliminate enemies which follow you by their Diesel Punk vehicles."
11855,552310,Anguished,2016-11-02,1,Forrest Keel,Forrest Keel,windows,0,Single-player,Indie;RPG,RPG;Indie;RPGMaker,0,3,5,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/552310/header.jpg?t=1538116644,https://steamcdn-a.akamaihd.net/steam/apps/552310/page_bg_generated_v6b.jpg?t=1538116644,Run from the darkness as you confront yourself with the demons that hunt you in a retro rpg style.
20259,797090,Neon Sun,2018-02-14,1,CSM,W.T.B.,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,11,12,21,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/797090/header.jpg?t=1518600150,https://steamcdn-a.akamaihd.net/steam/apps/797090/page_bg_generated_v6b.jpg?t=1518600150,This is a linear neon TD made under a steep cyberpunk.
9921,499560,Fourtex Jugo,2017-04-13,1,Salty Dog Digital,Salty Dog Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Casual;Strategy;Indie,14,4,5,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/499560/header.jpg?t=1540817902,https://steamcdn-a.akamaihd.net/steam/apps/499560/page_bg_generated_v6b.jpg?t=1540817902,A challenging single-player strategy puzzler with rule-based mechanics and hand-crafted levels.
19151,765950,Project Glitch,2018-01-23,1,Rithm Gaming,Rithm Gaming,windows;mac;linux,0,Single-player,Adventure;Indie;Simulation,Indie;Adventure;Simulation,0,5,4,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/765950/header.jpg?t=1516723187,https://steamcdn-a.akamaihd.net/steam/apps/765950/page_bg_generated_v6b.jpg?t=1516723187,"Do you think you have what it takes to become a video game play tester? Start working at Game Dev Inc. today to find out! We currently have three projects in Beta development, and they are just riddled with bugs and glitches. We need your help to find and document all the bugs."
5196,358380,Wacky Wheels,2014-05-05,1,Beavis Soft,3D Realms (Apogee Software),windows;mac,0,Partial Controller Support,Action;Racing,Racing;Action;Classic,0,76,17,0,0,50000-100000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/358380/header.jpg?t=1447371262,https://steamcdn-a.akamaihd.net/steam/apps/358380/page_bg_generated_v6b.jpg?t=1447371262,"Nothing beats the excitement of playing against friends. In Wacky Wheels, you can do just that. Play with a friend in split-screen mode, play head-to-head using a modem connection or play via serial (null-modem) cable. Race against challenging computer opponents with adjustable difficulty settings."
16181,681070,The Slug,2017-08-04,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,7,20,54,12661,12661,20000-50000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/681070/header.jpg?t=1504872252,https://steamcdn-a.akamaihd.net/steam/apps/681070/page_bg_generated_v6b.jpg?t=1504872252,"The Slug - is of medium complexity 2D platformer where you play as an ordinary slug. Your main objective is picking up the mucus and thereby completing levels. Be careful, each level has different dangers lurk, such as mosquitoes, ants and sharp peaks."
4522,341460,Fallen Temple,2016-04-05,1,Tyrone Hunt,Sickware Studios,windows,0,Single-player,RPG,RPG;RPGMaker,0,2,1,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/341460/header.jpg?t=1460161321,https://steamcdn-a.akamaihd.net/steam/apps/341460/page_bg_generated_v6b.jpg?t=1460161321,"Fallen Temple is a 2-D action RPG that combines the dungeon puzzling of Zelda and the Hack'n'Slash game play of Diablo 1 in a fresh, fast paced 2-D game."
2925,290490,The Flock,2015-08-21,1,Vogelsap,Vogelsap,windows,0,Multi-player;Full controller support,Action;Indie,Indie;Action;Horror,14,124,176,0,0,20000-50000,12.99,https://steamcdn-a.akamaihd.net/steam/apps/290490/header.jpg?t=1467753758,https://steamcdn-a.akamaihd.net/steam/apps/290490/page_bg_generated_v6b.jpg?t=1467753758,"The Flock is an asymmetrical multiplayer thriller, where you get to play as one of the agile monsters that make up the Flock. Hunt down and attack the Carrier to take its place. Survive and fend off the terrifying Flock with the coveted Light Artifact ."
3728,317620,Space Hulk: Ascension,2014-11-12,1,Full Control Studios,Full Control,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,RPG;Strategy,Strategy;Warhammer 40K;Turn-Based Tactics,163,508,212,225,225,100000-200000,22.99,https://steamcdn-a.akamaihd.net/steam/apps/317620/header.jpg?t=1539673657,https://steamcdn-a.akamaihd.net/steam/apps/317620/page_bg_generated_v6b.jpg?t=1539673657,"Space Hulk: Ascension is a 3D, digital, turn based, strategy game, which re-interprets the classic board game experience, and adds new RPG style mechanics, new weapons and missions, new enemy types, 3 playable chapters and loads of other new features to the single player experience."
22049,852080,Gardener the Ripper,2018-05-12,1,Nekyau Games, Nekyau,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,12,16,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/852080/header.jpg?t=1526115001,https://steamcdn-a.akamaihd.net/steam/apps/852080/page_bg_generated_v6b.jpg?t=1526115001,"The game is a gardener's life, his daily life is the killing of evil radishes that attack cabbage. Your job is to protect and grow cabbage."
24667,939750,秋叶|Autumn leaves,2018-09-28,1,木子工坊, HongbinGame,windows,0,Single-player,Casual;RPG,Casual;RPG;Visual Novel,0,7,5,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/939750/header.jpg?t=1538184334,https://steamcdn-a.akamaihd.net/steam/apps/939750/page_bg_generated_v6b.jpg?t=1538184334,"The campus story of the school season. Autumn leaves are the second short stories of Muzi's workshop, telling beautiful campus love stories. What is the most important thing in college life? Love? Friendship? Or the surging youth? In the autumn leaves, you will experience the different campus life with the leading characters."
26133,1003750,她2 : 我还想再见到你   Her2 : I Want To See You Again,2019-02-15,1,橘喵喵,橘喵喵,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Simulation;Nudity;Casual,72,103,9,0,0,0-20000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/1003750/header.jpg?t=1550842148,https://steamcdn-a.akamaihd.net/steam/apps/1003750/page_bg_generated_v6b.jpg?t=1550842148,"This is a antique style game with TCG &amp; LVG ,you need to carry out the character training of heroine in 6 years and finish all the plots. There are 16 endings."
18502,748430,Cube Color,2017-11-22,1,Laush Studio,Laush Studio,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements,Action;Indie;Sports,Sports;Indie;Action,3,8,9,0,0,0-20000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/748430/header.jpg?t=1547380074,https://steamcdn-a.akamaihd.net/steam/apps/748430/page_bg_generated_v6b.jpg?t=1547380074,&quot;Cube Color&quot; - a game in which you need to repaint more territory in the color of your cube. Compete against computer or friends who will take over the earth.
1187,200990,Geneforge 3,2005-04-01,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,26,4,0,0,50000-100000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/200990/header.jpg?t=1447354715,https://steamcdn-a.akamaihd.net/steam/apps/200990/page_bg_generated_v6b.jpg?t=1447354715,"Geneforge 3 is an Indie fantasy role-playing adventure, the third chapter of the Geneforge Saga. In this fantasy adventure, you can explore strange, hostile lands, choose which side you will fight for, and, as always, make your own horde of completely obedient mutant monsters. Geneforge 3 has a huge and open storyline."
16839,699680,Monopolka,2017-10-11,1,Koker_007,Koker_007,windows,0,Multi-player,Casual;Indie;Massively Multiplayer;Early Access,Early Access;Indie;Casual,1,4,10,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/699680/header.jpg?t=1508603693,https://steamcdn-a.akamaihd.net/steam/apps/699680/page_bg_generated_v6b.jpg?t=1508603693,Standard Monopoly Game
6203,385490,MiniDrivers,2015-08-31,1,Ivanovich Games,Ivanovich Games,windows;mac,3,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Indie;Racing;Simulation;Sports,Racing;Sports;Indie,44,66,57,0,0,20000-50000,4.79,https://steamcdn-a.akamaihd.net/steam/apps/385490/header.jpg?t=1450119915,https://steamcdn-a.akamaihd.net/steam/apps/385490/page_bg_generated_v6b.jpg?t=1450119915,The craziest races are now on your hand with MiniDrivers! The animated serie which is loved by millions of people around the world has a new main character: You! Create your own stores or change the rules becoming World Champion.
23357,890900,Whacker Guy: Distance Hunter,2018-08-30,1,Micro Revolution LLC,Micro Revolution LLC,windows;mac,0,Single-player;Partial Controller Support,Action;Indie;Simulation;Sports,Simulation;Sports;Action,0,1,0,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/890900/header.jpg?t=1540379272,https://steamcdn-a.akamaihd.net/steam/apps/890900/page_bg_generated_v6b.jpg?t=1540379272,Whacker Guy: Distance Hunter is a 3D physics-based baseball batting game set in a beautiful ballpark (Whacker Stadium) with a specific goal - accumulated distance. Total distance is the score. Skill is required to be great and must be learned!
130,4520,Full Spectrum Warrior,2007-07-17,1,Pandemic Studios,THQ Nordic,windows,0,Single-player;Multi-player;Co-op,Action;Strategy,Strategy;Action;Tactical,0,106,60,124,244,100000-200000,7.99,https://steamcdn-a.akamaihd.net/steam/apps/4520/header.jpg?t=1533039072,https://steamcdn-a.akamaihd.net/steam/apps/4520/page_bg_generated_v6b.jpg?t=1533039072,"The U.S. Army is the most powerful ground force in the entire world. The backbone of a ground invasion is the U.S. Army Infantry, and in the midst of combat, their skills, courage, and teamwork are put to the test. While readiness continues to be the U.S. Army's top priority, how it goes about its business is changing."
18829,757350,SAWKOBAN,2018-01-11,1,Bullid Games,Bullid Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available,Casual;Indie,Indie;Casual;Puzzle,151,40,15,0,0,0-20000,7.19,https://steamcdn-a.akamaihd.net/steam/apps/757350/header.jpg?t=1515749462,https://steamcdn-a.akamaihd.net/steam/apps/757350/page_bg_generated_v6b.jpg?t=1515749462,"You have been invited to play a game with a mad maniac who holds your family captive! Solve puzzles, collect all the keys and free your family. The game has begun!"
10987,527960,Fractured State,2017-04-05,1,Mechanical Monocle,Mechanical Monocle,windows,0,Single-player;Online Multi-Player;Includes level editor,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,2,0,0,0,0-20000,7.19,https://steamcdn-a.akamaihd.net/steam/apps/527960/header.jpg?t=1531194598,https://steamcdn-a.akamaihd.net/steam/apps/527960/page_bg_generated_v6b.jpg?t=1531194598,"Fractured State refines the RTS genre into fast-paced strategic urban combat. Take part as the machine driven imperialistic faction of the Laperian Imperial Army battle to remain in control against the Children of the Ancients, worshipers and masters of an ancient power. Includes Map Editor."
17732,724870,Glorious Noon,2017-11-14,1,Jehan Kobe Chang,Jehan Kobe Chang,windows,0,Single-player;Steam Workshop,Action;Free to Play;Indie,Free to Play;Action;Indie,0,22,6,0,0,0-20000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/724870/header.jpg?t=1520159818,https://steamcdn-a.akamaihd.net/steam/apps/724870/page_bg_generated_v6b.jpg?t=1520159818,"Hack and slash your way through hordes of fantastic monsters as you practice an engaging blend of magic and swordsmanship. Pulverize your enemies to pieces, dodge their sorcery, and gain aptitude over the weapons at your disposal. Arm yourself and use the environment in creative ways as you fight."
